bing	52	bing	1.0
bing	344	live search	1.0
bing	354	msn search	1.0
bing	98	comparison of web search engines	0.21968329214330393
bing	637	web search engine	0.1270341987805147
bing	343	list of search engines	0.12136184132661323
bing	277	info.com	0.11565285868008167
bing	381	msnbot	0.11483901428759068
bing	447	powerset (company)	0.08143919693866157
bing	326	keyword (internet search)	0.06836200889315905
bing	519	search engine optimization	0.06836200889315905
bing	656	yebol	0.06400774899220965
bing	520	search engine results pages	0.048411118670904196
bing	638	web search query	0.04587423378002995
bing	337	learning to rank	0.03988763913178817
bing	518	search engine marketing	0.037722000196125406
bing	427	organic search	0.03733931154360835
bing	245	goby inc.	0.03662396147275018
bing	525	semantic search	0.03434224507424205
bing	336	leapfish	0.03181765116357647
bing	622	webcrawler	0.031243971218787636
bing	187	dogpile	0.02897960003000824
bing	631	web mining	0.027403286806808674
bing	654	yahoo! search	0.02414561811099834
bing	194	duckduckgo	0.02340331720591956
bing	373	microsoft	0.021380939082209897
bing	492	robots.txt	0.020561109936755737
bing	493	robots exclusion standard	0.020561109936755737
bing	250	google search	0.019138748983119017
bing	466	quaero	0.017995219363685776
bing	75	carrot2	0.017660018440546866
bing	401	naver	0.01568634811715877
bing	647	wolfram alpha	0.015411917394051998
bing	21	altavista	0.014706024679796112
bing	619	volunia	0.014619365857976744
bing	244	go.com	0.01077682259420433
bing	355	machine learning	0.010196506098713545
bing	35	ask.com	0.009415455680244132
bing	152	data mining	0.009411242137586382
bing	369	meta tags	0.008041523650054876
bing	276	index (search engine)	0.007059644084983104
bing	517	search engine indexing	0.007059644084983104
bing	117	computer vision	0.006805841658140499
bing	625	web crawler	0.005022856690817845
bing	626	web crawling	0.005022856690817845
bing	241	geographic information systems	0.0038071466141397295
bing	45	baidu	0.0036149559514011805
bing	247	google	0.002617880665024307
bing	0	1890 us census	0.0
bing	1	a9.com	0.0
bing	2	acm computing classification system	0.0
bing	3	advise	0.0
bing	4	aol	0.0
bing	5	aol search	0.0
bing	6	academic press	0.0
bing	7	academic journal	0.0
bing	8	accuracy and precision	0.0
bing	9	actuate corporation	0.0
bing	10	adversarial information retrieval	0.0
bing	11	adverse drug reaction	0.0
bing	12	advertising	0.0
bing	13	aggregate (data warehouse)	0.0
bing	14	aggregate function	0.0
bing	15	alan emtage	0.0
bing	16	algorithm	0.0
bing	17	algorithm design	0.0
bing	18	aliweb	0.0
bing	19	alltheweb	0.0
bing	20	alpha consumer	0.0
bing	22	alvin weinberg	0.0
bing	23	analysis of algorithms	0.0
bing	24	analytics	0.0
bing	25	anchor modeling	0.0
bing	26	angoss	0.0
bing	27	anomaly detection	0.0
bing	28	archie comics	0.0
bing	29	archie search engine	0.0
bing	30	argonne national laboratory	0.0
bing	31	artificial intelligence	0.0
bing	32	artificial life	0.0
bing	33	artificial neural network	0.0
bing	34	as we may think	0.0
bing	36	association for computing machinery	0.0
bing	37	association rule	0.0
bing	38	association rule learning	0.0
bing	39	association rule mining	0.0
bing	40	association rules	0.0
bing	41	atlantic monthly	0.0
bing	42	automata theory	0.0
bing	43	automated reasoning	0.0
bing	44	automatic summarization	0.0
bing	46	bayes' theorem	0.0
bing	47	berlekamp	0.0
bing	48	bibliometrics	0.0
bing	49	bill inmon	0.0
bing	50	binary independence model	0.0
bing	51	binary classification	0.0
bing	53	bioinformatic	0.0
bing	54	bioinformatics	0.0
bing	55	biomedical	0.0
bing	56	blackle.com	0.0
bing	57	blekko	0.0
bing	58	boogami	0.0
bing	59	boolean algebra	0.0
bing	60	boolean operators	0.0
bing	61	bram stoker	0.0
bing	62	british petroleum	0.0
bing	63	business intelligence	0.0
bing	64	business intelligence tools	0.0
bing	65	buzzword	0.0
bing	66	c. j. van rijsbergen	0.0
bing	67	capps ii	0.0
bing	68	cern	0.0
bing	69	cikm conference	0.0
bing	70	crisp-dm	0.0
bing	71	calvin mooers	0.0
bing	72	cambridge university press	0.0
bing	73	cancer	0.0
bing	74	carnegie mellon university	0.0
bing	76	case western reserve university	0.0
bing	77	categorization	0.0
bing	78	category theory	0.0
bing	79	censorship	0.0
bing	80	chacha (search engine)	0.0
bing	81	chemicalize.org	0.0
bing	82	chess	0.0
bing	83	chess endgame	0.0
bing	84	churn rate	0.0
bing	85	clarabridge	0.0
bing	86	classification of the sciences (peirce)	0.0
bing	87	cloud storage	0.0
bing	88	cluster analysis	0.0
bing	89	co-occurrence	0.0
bing	90	cognitive science	0.0
bing	91	collaborative information seeking	0.0
bing	92	collaborative search engine	0.0
bing	93	column-oriented dbms	0.0
bing	94	combinatorial game	0.0
bing	95	combinatorics	0.0
bing	96	communications of the acm	0.0
bing	97	comparison of olap servers	0.0
bing	99	compiler	0.0
bing	100	computability theory	0.0
bing	101	computational chemistry	0.0
bing	102	computational complexity theory	0.0
bing	103	computational geometry	0.0
bing	104	computational linguistics	0.0
bing	105	computational neuroscience	0.0
bing	106	computational physics	0.0
bing	107	computational science	0.0
bing	108	computer accessibility	0.0
bing	109	computer animation	0.0
bing	110	computer architecture	0.0
bing	111	computer data storage	0.0
bing	112	computer graphics	0.0
bing	113	computer music	0.0
bing	114	computer networking	0.0
bing	115	computer programming	0.0
bing	116	computer science	0.0
bing	118	concurrency (computer science)	0.0
bing	119	concurrency control	0.0
bing	120	condition monitoring	0.0
bing	121	conference on information and knowledge management	0.0
bing	122	conference on knowledge discovery and data mining	0.0
bing	123	contextual advertising	0.0
bing	124	controlled vocabulary	0.0
bing	125	cornelis j. van rijsbergen	0.0
bing	126	cross-language information retrieval	0.0
bing	127	cross-platform	0.0
bing	128	cross industry standard process for data mining	0.0
bing	129	cryptography	0.0
bing	130	cuil	0.0
bing	131	cultural studies	0.0
bing	132	customer analytics	0.0
bing	133	customer relationship management	0.0
bing	134	cyril w. cleverdon	0.0
bing	135	dna	0.0
bing	136	dashboard (business)	0.0
bing	137	data	0.0
bing	138	data mining extensions	0.0
bing	139	data pre-processing	0.0
bing	140	data vault modeling	0.0
bing	141	data analysis	0.0
bing	142	data cleaning	0.0
bing	143	data clustering	0.0
bing	144	data collection	0.0
bing	145	data dictionary	0.0
bing	146	data dredging	0.0
bing	147	data extraction	0.0
bing	148	data integration	0.0
bing	149	data loading	0.0
bing	150	data management	0.0
bing	151	data mart	0.0
bing	153	data mining in agriculture	0.0
bing	154	data mining in meteorology	0.0
bing	155	data modeling	0.0
bing	156	data set	0.0
bing	157	data snooping	0.0
bing	158	data structure	0.0
bing	159	data transformation	0.0
bing	160	data visualization	0.0
bing	161	data warehouse	0.0
bing	162	database	0.0
bing	163	database management system	0.0
bing	164	database system	0.0
bing	165	daum communications	0.0
bing	166	decision making	0.0
bing	167	decision support system	0.0
bing	168	decision tree learning	0.0
bing	169	decision trees	0.0
bing	170	deepwater horizon oil spill	0.0
bing	171	degenerate dimension	0.0
bing	172	desktop search	0.0
bing	173	digital object identifier	0.0
bing	174	digital obsolescence	0.0
bing	175	dimension (data warehouse)	0.0
bing	176	dimension reduction	0.0
bing	177	dimension table	0.0
bing	178	dimensional modeling	0.0
bing	179	discounted cumulative gain	0.0
bing	180	discovery (observation)	0.0
bing	181	discovery net	0.0
bing	182	dissolved gas analysis	0.0
bing	183	distributed computing	0.0
bing	184	distributed web crawling	0.0
bing	185	divergence-from-randomness model	0.0
bing	186	document retrieval	0.0
bing	188	don swanson	0.0
bing	189	donald b. crouch	0.0
bing	190	dot-com bubble	0.0
